SEASON_ID,GAME_ID,GAME_DATE,TEAM_A,TEAM_B,MATCHUP,WON,FG_PCT_DIFF,FG_PCT_A,FG3_PCT_DIFF,FG3_PCT_A,FT_PCT_DIFF,FT_PCT_A,REB_DIFF,REB_A,AST_DIFF,AST_A,STL_DIFF,STL_A,TOV_DIFF,TOV_A,PF_DIFF,PF_A
42019,41900406,10/11/20,MIA,LAL,MIA vs. LAL,0,-0.04,0.443,0.043,0.357,-0.052,0.591,-5,41,2,25,-1,4,1,13,-4,18
42019,41900405,10/9/20,LAL,MIA,LAL vs. MIA,0,0.005,0.463,-0.056,0.368,-0.098,0.857,6,41,-5,21,3,10,2,15,2,21
42019,41900404,10/6/20,MIA,LAL,MIA vs. LAL,0,-0.016,0.427,-0.015,0.344,-0.049,0.808,-3,39,-7,18,3,8,-4,11,7,21
42019,41900403,10/4/20,MIA,LAL,MIA vs. LAL,1,0.083,0.513,0.02,0.353,0.154,0.913,-6,37,2,25,0,8,-7,12,1,23
42019,41900402,10/2/20,LAL,MIA,LAL vs. MIA,1,-0.002,0.505,-0.067,0.34,-0.324,0.588,7,44,3,32,4,6,0,9,3,26
42019,41900401,9/30/20,LAL,MIA,LAL vs. MIA,1,0.025,0.452,0.081,0.395,0.14,0.926,18,54,3,26,3,7,4,12,4,19
42019,41900306,9/27/20,MIA,BOS,MIA vs. BOS,1,0.129,0.563,0.155,0.481,0.046,0.846,-2,40,4,30,-1,6,2,12,-8,13
42019,41900315,9/26/20,LAL,DEN,LAL vs. DEN,1,0.123,0.545,0.108,0.375,-0.057,0.828,7,43,1,24,1,6,2,13,1,26
42019,41900305,9/25/20,BOS,MIA,BOS vs. MIA,1,-0.001,0.452,0.122,0.316,0.069,0.862,12,50,2,29,4,7,-1,11,-6,23
42019,41900314,9/24/20,DEN,LAL,DEN vs. LAL,0,0.031,0.506,0.024,0.357,0.07,0.87,-8,33,-1,22,-5,4,2,11,3,28
42019,41900304,9/23/20,MIA,BOS,MIA vs. BOS,1,-0.047,0.429,-0.08,0.27,0.079,0.889,-6,40,-8,20,6,9,-11,8,-4,20
42019,41900313,9/22/20,DEN,LAL,DEN vs. LAL,1,0.03,0.548,0.148,0.379,0.157,0.793,19,44,-1,26,-3,8,2,18,-5,21
42019,41900312,9/20/20,LAL,DEN,LAL vs. DEN,1,-0.027,0.446,0.028,0.361,0.189,0.947,13,44,1,23,-3,9,4,23,8,30
42019,41900303,9/19/20,MIA,BOS,MIA vs. BOS,0,-0.094,0.388,-0.073,0.273,-0.043,0.824,-8,42,-6,21,-3,5,-1,13,-5,24
42019,41900311,9/18/20,LAL,DEN,LAL vs. DEN,1,0.036,0.53,0.077,0.423,-0.091,0.73,-3,34,10,33,7,10,-5,11,2,28
42019,41900302,9/17/20,BOS,MIA,BOS vs. MIA,0,0.056,0.5,0.031,0.357,-0.065,0.792,3,41,-8,19,-6,5,11,20,3,22
42019,41900301,9/15/20,BOS,MIA,BOS vs. MIA,0,-0.028,0.443,-0.087,0.357,0.163,0.913,-4,37,-8,24,3,9,-2,10,2,25
42019,41900237,9/15/20,LAC,DEN,LAC vs. DEN,0,-0.116,0.378,-0.094,0.257,-0.188,0.75,-16,37,-1,21,4,8,-10,10,0,20
42019,41900236,9/13/20,DEN,LAC,DEN vs. LAC,1,0.131,0.541,0.11,0.48,-0.185,0.704,4,41,6,26,-2,8,1,14,-4,18
42019,41900225,9/12/20,LAL,HOU,LAL vs. HOU,1,0.156,0.527,0.249,0.514,0.051,0.759,19,50,7,25,-1,5,7,19,-2,24
42019,41900217,9/11/20,TOR,BOS,TOR vs. BOS,0,0.006,0.413,0.049,0.286,0.33,0.895,0,44,-2,17,-11,1,8,18,7,23
42019,41900235,9/11/20,LAC,DEN,LAC vs. DEN,0,-0.061,0.42,-0.063,0.381,0.042,0.882,-3,41,2,22,-1,6,-2,9,0,22
42019,41900224,9/10/20,HOU,LAL,HOU vs. LAL,0,-0.058,0.431,0.124,0.424,-0.169,0.769,-26,26,-6,24,1,10,0,16,-6,21
42019,41900234,9/9/20,DEN,LAC,DEN vs. LAC,0,-0.021,0.397,0.047,0.333,0.113,0.846,-3,38,0,19,-3,4,5,14,-1,25
42019,41900216,9/9/20,BOS,TOR,BOS vs. TOR,0,0.004,0.44,0.009,0.413,0.113,0.833,12,58,10,32,-5,5,3,15,-1,25
42019,41900205,9/8/20,MIL,MIA,MIL vs. MIA,0,-0.116,0.363,-0.082,0.273,-0.186,0.731,-7,41,-1,20,1,7,-10,11,2,23
42019,41900223,9/8/20,HOU,LAL,HOU vs. LAL,0,-0.082,0.469,0.067,0.4,0.304,1,-13,30,-2,23,2,8,-4,9,3,18
42019,41900215,9/7/20,TOR,BOS,TOR vs. BOS,0,-0.106,0.388,-0.024,0.3,-0.043,0.846,-9,36,-4,19,3,8,2,13,5,24
42019,41900233,9/7/20,DEN,LAC,DEN vs. LAC,0,-0.079,0.468,-0.031,0.324,0.031,0.8,-5,36,9,32,3,10,-5,12,6,26
42019,41900204,9/6/20,MIA,MIL,MIA vs. MIL,0,-0.045,0.444,0.048,0.362,0.127,0.9,-5,41,8,33,-2,8,3,15,-2,18
42019,41900222,9/6/20,LAL,HOU,LAL vs. HOU,1,0.117,0.566,0.029,0.444,-0.128,0.611,6,41,8,30,4,11,-2,15,-4,17
42019,41900232,9/5/20,LAC,DEN,LAC vs. DEN,0,-0.042,0.409,-0.094,0.281,-0.075,0.69,7,52,2,20,0,9,5,17,-6,17
42019,41900214,9/5/20,BOS,TOR,BOS vs. TOR,0,0.045,0.44,-0.186,0.2,-0.048,0.741,4,45,-5,18,2,6,2,14,-1,20
42019,41900203,9/4/20,MIA,MIL,MIA vs. MIL,1,0.029,0.449,0.086,0.383,0.08,0.794,5,49,4,27,-5,3,1,11,-3,19
42019,41900221,9/4/20,LAL,HOU,LAL vs. HOU,0,-0.059,0.422,-0.07,0.289,0.101,0.842,0,41,-1,18,-5,8,1,15,1,20
42019,41900231,9/3/20,LAC,DEN,LAC vs. DEN,1,0.149,0.571,0.167,0.417,0.157,0.824,5,45,3,23,-2,7,-1,14,3,24
42019,41900213,9/3/20,BOS,TOR,BOS vs. TOR,0,0.004,0.47,-0.015,0.31,0.199,0.762,5,44,-2,21,-1,6,1,14,-4,16
42019,41900202,9/2/20,MIL,MIA,MIL vs. MIA,0,-0.022,0.435,-0.098,0.28,0.065,0.846,12,50,-6,16,-6,6,4,14,-1,25
42019,41900177,9/2/20,HOU,OKC,HOU vs. OKC,1,-0.063,0.398,-0.124,0.347,0.133,0.895,-2,44,-6,18,5,11,-9,12,8,24
42019,41900167,9/1/20,DEN,UTA,DEN vs. UTA,1,-0.007,0.373,0.023,0.258,0.102,0.769,-2,46,5,21,1,7,-2,10,4,18
42019,41900212,9/1/20,TOR,BOS,TOR vs. BOS,0,-0.021,0.4,-0.12,0.275,-0.078,0.842,-3,41,7,25,4,10,-5,12,-1,19
42019,41900176,8/31/20,OKC,HOU,OKC vs. HOU,1,-0.025,0.427,-0.008,0.333,0.139,0.889,10,51,-2,17,-4,10,-3,19,-3,16
42019,41900201,8/31/20,MIL,MIA,MIL vs. MIA,0,0.029,0.493,0.07,0.457,-0.388,0.538,-12,34,1,22,-2,6,3,19,1,24
42019,41900166,8/30/20,UTA,DEN,UTA vs. DEN,0,-0.096,0.453,0,0.5,-0.185,0.7,-13,30,-2,20,0,8,-5,10,-4,20
42019,41900211,8/30/20,TOR,BOS,TOR vs. BOS,0,-0.101,0.369,-0.186,0.25,-0.051,0.759,-10,40,-3,22,2,10,-8,14,2,24
42019,41900156,8/30/20,DAL,LAC,DAL vs. LAC,0,-0.062,0.422,-0.082,0.297,-0.335,0.588,-10,42,-2,20,-3,5,-1,12,-6,15
42019,41900105,8/29/20,MIL,ORL,MIL vs. ORL,1,0.061,0.455,-0.01,0.356,0.101,0.815,9,56,5,27,2,5,3,14,-4,19
42019,41900145,8/29/20,LAL,POR,LAL vs. POR,1,0.072,0.545,-0.092,0.389,0,0.808,-2,41,7,27,-1,11,-2,17,-8,20
42019,41900175,8/29/20,HOU,OKC,HOU vs. OKC,1,0.115,0.43,0.244,0.396,-0.009,0.643,-3,55,17,28,9,12,-7,11,11,23
42019,41900165,8/25/20,DEN,UTA,DEN vs. UTA,1,0.006,0.506,-0.014,0.457,0.125,0.938,3,38,-1,22,-3,4,-6,9,-2,18
42019,41900155,8/25/20,LAC,DAL,LAC vs. DAL,1,0.184,0.631,0.305,0.629,0.068,0.765,18,49,9,28,-3,5,2,15,4,26
42019,41900144,8/24/20,POR,LAL,POR vs. LAL,0,-0.114,0.449,-0.007,0.429,0.075,0.742,1,42,-9,20,2,9,3,17,-1,27
42019,41900174,8/24/20,OKC,HOU,OKC vs. HOU,1,0.037,0.488,-0.053,0.344,-0.114,0.786,6,46,-9,16,-1,6,0,14,-7,16
42019,41900104,8/24/20,ORL,MIL,ORL vs. MIL,0,-0.081,0.414,-0.015,0.4,0.133,0.8,-6,43,-3,26,0,7,4,16,4,23
42019,41900134,8/24/20,MIA,IND,MIA vs. IND,1,0.027,0.44,-0.111,0.267,0.15,0.786,26,60,4,24,0,8,-2,13,-4,12
42019,41900114,8/23/20,BKN,TOR,BKN vs. TOR,0,-0.156,0.398,-0.088,0.38,0.031,0.758,-13,44,-18,21,-4,5,4,14,-9,17
42019,41900154,8/23/20,DAL,LAC,DAL vs. LAC,1,0.036,0.5,-0.007,0.361,-0.156,0.75,13,54,1,20,0,7,2,11,1,24
42019,41900124,8/23/20,PHI,BOS,PHI vs. BOS,0,-0.036,0.427,-0.078,0.265,0.035,0.794,-3,39,-7,12,3,7,-6,8,0,25
42019,41900164,8/23/20,UTA,DEN,UTA vs. DEN,1,0.085,0.575,0.097,0.483,-0.062,0.861,-3,37,-11,14,0,2,4,10,-5,19
42019,41900133,8/22/20,MIA,IND,MIA vs. IND,1,-0.035,0.453,0.03,0.394,0.077,0.827,9,46,0,23,0,10,2,16,-12,19
42019,41900143,8/22/20,POR,LAL,POR vs. LAL,0,-0.089,0.411,0.01,0.343,0.296,0.947,-17,38,-9,17,1,7,-6,11,4,25
42019,41900103,8/22/20,ORL,MIL,ORL vs. MIL,0,-0.109,0.452,0.028,0.487,0.151,0.857,-8,35,-3,24,-3,9,0,18,-5,15
42019,41900173,8/22/20,OKC,HOU,OKC vs. HOU,1,0.033,0.446,0.041,0.341,-0.02,0.676,8,54,6,20,-1,8,-1,15,-6,21
42019,41900113,8/21/20,BKN,TOR,BKN vs. TOR,0,-0.172,0.333,-0.16,0.314,0.091,0.727,-14,42,-11,24,0,8,-1,13,-7,14
42019,41900153,8/21/20,DAL,LAC,DAL vs. LAC,0,-0.016,0.506,-0.017,0.395,-0.107,0.708,-2,42,3,27,-2,5,2,9,0,24
42019,41900123,8/21/20,PHI,BOS,PHI vs. BOS,0,-0.119,0.295,-0.027,0.231,-0.064,0.853,12,57,-1,14,-1,6,2,12,-4,19
42019,41900163,8/21/20,UTA,DEN,UTA vs. DEN,1,0.137,0.512,0.17,0.486,-0.049,0.769,5,50,7,27,7,9,-7,10,-4,20
42019,41900102,8/20/20,MIL,ORL,MIL vs. ORL,1,0.124,0.472,0.154,0.366,-0.121,0.75,15,57,8,26,-4,5,9,20,8,26
42019,41900172,8/20/20,HOU,OKC,HOU vs. OKC,1,-0.025,0.418,-0.005,0.339,-0.006,0.889,-7,41,6,21,6,8,-6,7,0,19
42019,41900142,8/20/20,LAL,POR,LAL vs. POR,1,0.078,0.478,0.092,0.368,0.15,0.9,9,50,12,26,3,9,-3,14,5,22
42019,41900132,8/20/20,IND,MIA,IND vs. MIA,0,-0.03,0.444,-0.161,0.353,0.121,0.8,-3,38,-2,25,3,12,0,16,8,23
42019,41900112,8/19/20,TOR,BKN,TOR vs. BKN,1,0.049,0.437,-0.084,0.257,-0.025,0.679,-2,44,-3,22,4,7,-9,8,-4,21
42019,41900152,8/19/20,LAC,DAL,LAC vs. DAL,0,-0.06,0.44,-0.154,0.294,0.066,0.769,-2,47,-9,16,-1,4,6,15,0,29
42019,41900122,8/19/20,BOS,PHI,BOS vs. PHI,1,0.094,0.512,0.204,0.442,-0.087,0.724,5,43,-1,20,2,4,-3,6,7,28
42019,41900162,8/19/20,DEN,UTA,DEN vs. UTA,0,-0.06,0.457,0.026,0.481,-0.041,0.783,5,41,-10,22,-4,1,4,10,1,19
42019,41900171,8/18/20,HOU,OKC,HOU vs. OKC,1,0.043,0.483,0.014,0.385,0.055,0.895,-10,36,3,25,2,4,-5,7,6,26
42019,41900101,8/18/20,MIL,ORL,MIL vs. ORL,0,-0.061,0.433,-0.057,0.333,-0.304,0.643,-1,47,-1,28,0,6,1,16,-7,19
42019,41900141,8/18/20,LAL,POR,LAL vs. POR,0,-0.041,0.351,-0.226,0.156,-0.113,0.645,5,55,4,22,8,11,-7,9,-5,23
42019,41900131,8/18/20,IND,MIA,IND vs. MIA,0,-0.02,0.474,0.046,0.417,0.064,0.864,2,37,0,22,-1,7,4,13,6,23
42019,41900111,8/17/20,TOR,BKN,TOR vs. BKN,1,0.004,0.471,0.19,0.5,0.282,0.97,2,47,-7,26,0,4,-3,11,-7,22
42019,41900151,8/17/20,LAC,DAL,LAC vs. DAL,1,0.017,0.474,-0.007,0.342,-0.125,0.75,4,45,0,18,3,12,-10,11,3,24
42019,41900161,8/17/20,DEN,UTA,DEN vs. UTA,1,0.042,0.516,0.197,0.537,0.094,0.833,-11,41,5,23,4,10,-4,11,0,22
42019,41900121,8/17/20,BOS,PHI,BOS vs. PHI,1,-0.041,0.422,-0.01,0.323,0.102,0.885,-7,43,-1,22,7,12,-11,7,-3,21
52019,51900111,8/15/20,POR,MEM,POR vs. MEM,1,-0.037,0.452,-0.185,0.375,0.036,0.854,-10,39,-10,20,7,12,-5,13,-6,19
22019,21901318,8/14/20,TOR,DEN,TOR vs. DEN,1,0.086,0.5,0.093,0.514,-0.27,0.643,10,51,0,27,-1,8,4,19,9,24
22019,21901315,8/14/20,HOU,PHI,HOU vs. PHI,0,-0.125,0.438,-0.224,0.25,0.057,0.875,-24,27,-6,25,2,10,1,17,-1,18
22019,21901317,8/14/20,LAC,OKC,LAC vs. OKC,1,0.042,0.4,0.006,0.324,0.101,0.692,13,61,5,23,5,10,4,20,-7,22
22019,21901316,8/14/20,IND,MIA,IND vs. MIA,1,0.127,0.483,0.132,0.395,-0.014,0.727,3,51,18,32,5,11,0,19,12,27
22019,21901313,8/13/20,PHX,DAL,PHX vs. DAL,1,0.113,0.551,0.104,0.412,-0.08,0.762,2,45,17,34,3,6,-6,5,-4,14
22019,21901308,8/13/20,BOS,WAS,BOS vs. WAS,0,0.012,0.398,-0.156,0.229,0.107,0.857,-5,51,0,22,-3,8,0,18,0,19
22019,21901312,8/13/20,ORL,NOP,ORL vs. NOP,1,0.019,0.571,0.242,0.536,-0.045,0.733,-7,33,3,25,0,6,-1,12,0,22
22019,21901309,8/13/20,BKN,POR,BKN vs. POR,0,0.071,0.552,0.091,0.424,-0.191,0.684,4,46,3,28,-5,5,5,14,2,23
22019,21901310,8/13/20,LAL,SAC,LAL vs. SAC,0,-0.078,0.49,-0.018,0.429,0.15,0.733,3,47,-8,29,-6,6,3,17,3,18
22019,21901314,8/13/20,UTA,SAS,UTA vs. SAS,1,-0.029,0.465,-0.174,0.326,0.233,0.9,-1,43,1,25,3,7,-7,8,3,23
22019,21901311,8/13/20,MEM,MIL,MEM vs. MIL,1,0.102,0.5,0.077,0.394,0.044,0.696,10,55,9,36,-4,4,3,18,-4,18
22019,21901304,8/12/20,HOU,IND,HOU vs. IND,0,-0.028,0.372,-0.074,0.281,0.084,0.857,-5,49,-5,20,-7,8,6,20,-5,20
22019,21901305,8/12/20,PHI,TOR,PHI vs. TOR,0,0.02,0.464,0.006,0.425,0.113,0.788,0,47,-1,27,1,9,5,17,6,29
22019,21901306,8/12/20,OKC,MIA,OKC vs. MIA,1,-0.05,0.438,0.048,0.381,-0.035,0.815,10,50,-4,20,-7,7,4,16,-4,19
22019,21901307,8/12/20,DEN,LAC,DEN vs. LAC,0,-0.047,0.494,-0.007,0.371,-0.151,0.632,2,42,4,33,-7,4,5,12,-6,19
22019,21901297,8/11/20,ORL,BKN,ORL vs. BKN,0,-0.041,0.386,0.002,0.304,0.07,0.862,2,49,-13,13,0,9,4,17,4,24
22019,21901299,8/11/20,PHI,PHX,PHI vs. PHX,0,-0.056,0.495,0.026,0.455,-0.238,0.714,-10,34,0,28,1,5,1,8,2,20
22019,21901302,8/11/20,SAC,NOP,SAC vs. NOP,1,-0.023,0.489,0.131,0.423,0.149,0.938,11,45,2,27,-4,4,1,20,4,22
22019,21901300,8/11/20,DAL,POR,DAL vs. POR,0,0.05,0.519,0.06,0.455,-0.113,0.818,-11,37,10,28,-5,4,9,17,-8,23
22019,21901301,8/11/20,MEM,BOS,MEM vs. BOS,0,-0.119,0.393,-0.191,0.241,0.006,0.789,-2,44,-3,26,1,8,-4,8,-12,15
22019,21901303,8/11/20,WAS,MIL,WAS vs. MIL,0,-0.095,0.411,-0.131,0.343,0.053,0.767,-9,44,-3,22,-4,2,-3,11,-3,23
22019,21901298,8/11/20,SAS,HOU,SAS vs. HOU,1,0.091,0.495,0.114,0.406,-0.005,0.9,22,59,10,28,-4,10,4,22,1,20
22019,21901296,8/10/20,LAL,DEN,LAL vs. DEN,1,-0.041,0.543,-0.082,0.483,-0.095,0.688,-3,32,1,28,2,8,-4,10,-2,18
22019,21901294,8/10/20,MIL,TOR,MIL vs. TOR,0,-0.04,0.393,0.026,0.326,0.051,0.743,-6,49,1,25,-7,4,6,19,-6,21
22019,21901292,8/10/20,PHX,OKC,PHX vs. OKC,1,0.083,0.472,0.167,0.5,0.074,0.931,13,53,5,29,1,11,0,19,0,23
22019,21901295,8/10/20,MIA,IND,MIA vs. IND,1,0.056,0.449,0.039,0.325,0.044,0.684,14,59,9,29,6,11,-4,13,1,20
22019,21901293,8/10/20,UTA,DAL,UTA vs. DAL,0,-0.089,0.476,-0.043,0.457,-0.125,0.75,4,38,-1,28,-1,5,4,12,-4,19
22019,21901285,8/9/20,OKC,WAS,OKC vs. WAS,1,0.099,0.512,0.212,0.462,-0.045,0.773,-1,43,2,25,1,7,-3,12,0,18
22019,21901290,8/9/20,SAC,HOU,SAC vs. HOU,0,-0.002,0.471,-0.046,0.27,0.037,0.87,-7,41,8,29,0,9,2,17,4,22
22019,21901291,8/9/20,LAC,BKN,LAC vs. BKN,0,-0.069,0.484,-0.104,0.361,0.061,0.85,-7,39,-9,23,3,8,-6,10,-6,19
22019,21901289,8/9/20,POR,PHI,POR vs. PHI,1,-0.012,0.473,-0.153,0.314,0.166,0.931,-7,41,-5,19,2,8,-5,10,-7,16
22019,21901287,8/9/20,NOP,SAS,NOP vs. SAS,0,-0.011,0.438,0.007,0.4,-0.196,0.773,-3,48,8,30,-7,5,2,19,-1,26
22019,21901286,8/9/20,TOR,MEM,TOR vs. MEM,1,0.072,0.479,0.052,0.385,0.07,0.758,-2,40,1,25,3,17,3,25,-4,23
22019,21901288,8/9/20,BOS,ORL,BOS vs. ORL,1,0.039,0.441,-0.019,0.3,-0.013,0.833,2,54,8,32,2,9,-1,12,-6,19
22019,21901281,8/8/20,DEN,UTA,DEN vs. UTA,1,0.024,0.472,-0.157,0.243,0.04,0.767,1,52,-5,29,4,10,-11,11,-6,24
22019,21901284,8/8/20,DAL,MIL,DAL vs. MIL,1,-0.058,0.417,-0.02,0.321,0.244,0.92,-1,54,11,37,3,6,-7,6,0,26
22019,21901282,8/8/20,IND,LAL,IND vs. LAL,1,0.104,0.524,0.122,0.455,0.192,0.929,-2,42,5,25,-1,12,5,20,5,21
22019,21901280,8/8/20,POR,LAC,POR vs. LAC,0,-0.005,0.489,-0.046,0.395,-0.115,0.706,-4,41,0,24,0,5,-3,11,4,26
22019,21901283,8/8/20,MIA,PHX,MIA vs. PHX,0,0.01,0.488,-0.069,0.306,-0.086,0.864,-15,37,1,28,1,6,1,12,0,21
22019,21901277,8/7/20,PHI,ORL,PHI vs. ORL,1,-0.011,0.409,0.026,0.276,-0.033,0.727,4,51,2,19,-1,4,0,9,-4,20
22019,21901276,8/7/20,BKN,SAC,BKN vs. SAC,1,0.061,0.488,0.125,0.425,-0.107,0.643,-6,44,11,30,6,9,-6,9,-3,23
22019,21901274,8/7/20,SAS,UTA,SAS vs. UTA,1,0.088,0.506,-0.023,0.409,-0.023,0.769,-2,47,2,27,2,10,-2,13,-1,18
22019,21901275,8/7/20,MEM,OKC,MEM vs. OKC,1,0.203,0.554,0.053,0.355,0.167,0.9,22,58,5,24,-6,6,9,19,-1,19
22019,21901278,8/7/20,NOP,WAS,NOP vs. WAS,1,0.055,0.477,-0.027,0.343,-0.067,0.846,5,45,3,25,-2,7,5,18,-8,19
22019,21901279,8/7/20,TOR,BOS,TOR vs. BOS,0,-0.063,0.427,-0.085,0.263,0.074,0.824,-4,48,-7,20,0,8,3,17,-4,18
22019,21901272,8/6/20,DEN,POR,DEN vs. POR,0,0.057,0.524,-0.09,0.5,-0.035,0.765,5,44,0,30,-2,5,7,16,4,22
22019,21901273,8/6/20,HOU,LAL,HOU vs. LAL,1,-0.026,0.429,0.263,0.368,0.176,0.87,-14,34,8,26,0,11,-5,19,8,28
22019,21901271,8/6/20,DAL,LAC,DAL vs. LAC,0,-0.095,0.448,-0.098,0.354,-0.038,0.762,-8,37,2,24,0,3,1,7,-4,17
22019,21901269,8/6/20,MIL,MIA,MIL vs. MIA,1,0.104,0.526,-0.052,0.405,-0.058,0.868,5,44,-1,27,1,7,-5,14,-7,21
22019,21901270,8/6/20,PHX,IND,PHX vs. IND,1,0.032,0.467,-0.08,0.265,0.161,0.95,15,53,7,27,0,6,0,15,-2,20
22019,21901268,8/6/20,SAC,NOP,SAC vs. NOP,1,-0.035,0.538,0.073,0.485,-0.012,0.727,9,39,-5,26,7,11,-9,8,-6,20
22019,21901267,8/5/20,BOS,BKN,BOS vs. BKN,1,0.094,0.568,0.263,0.513,0.019,0.829,9,43,6,29,1,10,-3,14,1,23
22019,21901263,8/5/20,WAS,PHI,WAS vs. PHI,0,-0.039,0.424,-0.046,0.333,0.102,0.792,7,48,-10,17,-3,8,1,15,5,26
22019,21901266,8/5/20,ORL,TOR,ORL vs. TOR,0,-0.085,0.402,-0.096,0.268,-0.008,0.692,-1,43,1,26,2,8,-2,13,5,26
22019,21901262,8/5/20,UTA,MEM,UTA vs. MEM,1,-0.021,0.452,0.021,0.4,0.189,0.909,5,46,4,25,-2,5,3,17,-5,23
22019,21901264,8/5/20,SAS,DEN,SAS vs. DEN,0,-0.054,0.495,-0.022,0.367,-0.005,0.852,-11,35,-2,29,4,10,-7,7,-1,20
22019,21901265,8/5/20,LAL,OKC,LAL vs. OKC,0,-0.078,0.352,-0.073,0.135,-0.234,0.655,-6,46,0,17,-2,7,-2,11,1,24
22019,21901261,8/4/20,POR,HOU,POR vs. HOU,1,0.02,0.411,0.029,0.387,0.065,0.69,25,64,-6,18,0,7,2,12,-5,21
22019,21901260,8/4/20,MIA,BOS,MIA vs. BOS,1,0.007,0.442,0.046,0.349,-0.071,0.744,-3,42,7,22,1,8,-4,12,-7,19
22019,21901256,8/4/20,MIL,BKN,MIL vs. BKN,0,0.06,0.477,-0.035,0.333,-0.098,0.652,12,54,-2,28,-2,3,11,18,-7,19
22019,21901259,8/4/20,IND,ORL,IND vs. ORL,1,0.072,0.548,0.041,0.394,-0.037,0.789,-11,32,8,29,7,10,-11,7,-5,17
22019,21901258,8/4/20,LAC,PHX,LAC vs. PHX,0,0.025,0.494,-0.255,0.276,0.138,0.852,4,48,-4,21,-3,2,2,10,-5,16
22019,21901257,8/4/20,SAC,DAL,SAC vs. DAL,0,0.046,0.413,0.152,0.372,-0.113,0.667,-14,47,4,26,4,8,-7,10,16,37
22019,21901252,8/3/20,WAS,IND,WAS vs. IND,0,-0.042,0.436,0.098,0.367,-0.462,0.538,0,45,10,30,0,6,3,13,4,19
22019,21901251,8/3/20,OKC,DEN,OKC vs. DEN,0,-0.058,0.425,0.137,0.417,0.005,0.774,-4,42,-3,20,-6,4,3,15,3,32
22019,21901253,8/3/20,NOP,MEM,NOP vs. MEM,1,0.053,0.451,0.1,0.379,-0.252,0.615,6,49,0,25,4,7,1,14,-12,20
22019,21901250,8/3/20,MIA,TOR,MIA vs. TOR,0,-0.008,0.425,-0.189,0.311,0.021,0.938,2,41,10,29,3,9,-7,14,5,24
22019,21901255,8/3/20,UTA,LAL,UTA vs. LAL,0,-0.054,0.446,-0.067,0.279,0.074,0.88,4,42,2,25,-4,8,7,21,5,29
22019,21901254,8/3/20,PHI,SAS,PHI vs. SAS,1,0.034,0.529,-0.01,0.452,-0.03,0.867,-9,35,5,26,-1,6,-1,13,2,25
22019,21901245,8/2/20,BOS,POR,BOS vs. POR,1,0.045,0.545,0.148,0.6,-0.173,0.765,1,36,-7,24,1,9,2,14,-4,21
22019,21901244,8/2/20,BKN,WAS,BKN vs. WAS,1,-0.033,0.422,0.043,0.333,0.06,0.838,2,48,-3,23,-1,5,-1,11,-7,24
22019,21901248,8/2/20,HOU,MIL,HOU vs. MIL,1,-0.093,0.396,0.087,0.344,0.132,0.871,-29,36,1,22,9,15,-13,9,1,24
22019,21901247,8/2/20,ORL,SAC,ORL vs. SAC,1,0.029,0.524,0.188,0.474,-0.018,0.8,7,46,1,31,0,10,4,18,-3,25
22019,21901246,8/2/20,MEM,SAS,MEM vs. SAS,0,0.043,0.462,-0.181,0.233,0.106,0.833,-10,39,5,27,0,5,-4,12,7,27
22019,21901249,8/2/20,PHX,DAL,PHX vs. DAL,1,0.043,0.452,0.17,0.364,0.021,0.913,0,49,0,22,-3,5,3,11,7,29
22019,21901240,8/1/20,OKC,UTA,OKC vs. UTA,1,0.141,0.532,0.127,0.385,-0.068,0.75,12,47,2,19,-2,9,7,21,0,21
22019,21901242,8/1/20,IND,PHI,IND vs. PHI,1,0.01,0.505,0.052,0.412,-0.061,0.739,-21,34,11,31,2,8,-11,10,-5,25
22019,21901239,8/1/20,DEN,MIA,DEN vs. MIA,0,-0.118,0.438,-0.219,0.229,-0.073,0.792,0,38,-1,28,0,7,4,19,4,32
22019,21901241,8/1/20,LAC,NOP,LAC vs. NOP,1,-0.022,0.425,0.232,0.532,0.128,0.771,0,48,-1,23,6,10,-8,10,5,28
22019,21901243,8/1/20,TOR,LAL,TOR vs. LAL,1,0.063,0.417,0.162,0.412,0.158,0.885,11,51,7,24,-1,7,-3,14,3,28
22019,21901236,7/31/20,MIL,BOS,MIL vs. BOS,1,0.057,0.464,0.02,0.317,0.03,0.824,-1,47,7,25,1,9,0,15,-2,26
22019,21901235,7/31/20,WAS,PHX,WAS vs. PHX,0,-0.063,0.462,0.02,0.364,-0.068,0.87,-1,36,-11,18,-3,7,1,18,2,26
22019,21901237,7/31/20,SAS,SAC,SAS vs. SAC,1,0.049,0.533,0.124,0.44,0.015,0.815,0,42,10,32,-5,6,0,15,-8,17
22019,21901234,7/31/20,POR,MEM,POR vs. MEM,1,0.086,0.538,0.116,0.433,0.093,0.853,3,42,2,27,1,10,3,16,10,36
22019,21901238,7/31/20,DAL,HOU,DAL vs. HOU,0,-0.039,0.476,0.033,0.429,-0.032,0.737,12,55,4,30,-5,7,11,20,5,36
22019,21901233,7/31/20,BKN,ORL,BKN vs. ORL,0,-0.045,0.484,-0.045,0.31,-0.154,0.739,-3,39,-1,30,-4,4,2,14,2,25
22019,21901231,7/30/20,NOP,UTA,NOP vs. UTA,0,-0.014,0.426,0.12,0.355,-0.135,0.722,2,45,5,22,1,12,0,20,2,25
